BeitragsID,Titel,Text,main_category_level1,URL,Erstellt,level2_unfavourable_switching,level2_new_traffic_light_addition,level2_remove_traffic_light,level2_lighting_is_missing,level2_faulty_lighting,level2_signage_of_cycle_path_missing_poorly_visible,level2_marking_of_cycle_path_missing_poorly_visible,level2_no_or_too_few_parking_facilities,level2_unsuitable_parking_facilities,level2_obstruction_due_to_stationary_objects,level2_cycle_path_permanently_parked,level2_cycle_path_often_blocked,level2_access_to_cycle_path_only_with_detour,level2_open_one-way_street_for_cycling,level2_check_mandatory_use_of_cycle_path,level2_safe_road_crossing_is_missing,level2_lack_of_visibility,level2_unclear_traffic_routing,level2_new_cycle_path,level2_cycle_path_use_in_both_directions,level2_set_up_road_with_priority_for_cycling,level2_speed_limit,level2_rule-adverse_behaviour,level2_unevenness_flaws_or_cracks,level2_too_narrow_width,level2_repeatedly_dirt_or_water_on_cycle_path,level2_passages_with_excessive_height_differences,level2_other_notices,level2_missing_local_reference,level2_deficiency_report,Dataset,level1_traffic_lights,level1_lighting,level1_signage,level1_bicycle_parking,level1_obstacles,level1_cycling_traffic_management,level1_cycle_path_quality,level1_misc
B2968,Ampelschaltung Auffahrt Reuterstraße,"Die Fußgänger- und Radfahrampel auf der Verkehrsinsel zwischen Adenauer-Denkmal und Reuterstr. in Richtung Reuterstraße/Bushaltestelle Bundeskanzlerplatz wird gleichzeitig mit der Autoampel grün. Von der Verkehrsinsel wird der Radverkehr auf die Straße geführt. Durch die Ampelschaltung schwenkt man als Radler auf die Fahrbahn gerade wenn auch die Autos kommen. Das ist gerade im Dunkeln gefährlich und macht einfach Angst. Könnte die Radfahrampel nicht 3 Sekunden vor den Autofahrern grün bekommen, um die Situation zu entschärfen?",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltung-auffahrt-reuterstrasse,2017-10-01T10:12:16+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2969,Verkehrsführung klären,"die Verkehrsführung ist nicht geklärt für die Fahrradfahrer, welche aus Kessenich kommend links Richtung Stadtzentrum auf den Fahrradweg einbiegen wollen. Vor allem kommt es zu Stau und Behinderungen, wenn die runtergelassene Schranke sich wieder öffnet.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsfuehrung-klaeren,2017-10-01T14:02:01+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2970,Beidseitige Anbringung von Konvexspiegel (Schießbergweg-Bahnschranke),"Hier kreuzen sich die Fußgänger-&Radwege von Schießbergweg (Übergang zur S-Bahn & T-Mobile) und Im Alten Wingert. Da der Schießbergweg sehr stark abschüssig ist, fahren hier Radfahrer i.d.R. mit hoher Geschwindigkeit in Richtung S-Bahnschranke. Da diese meistens offen ist, lassen die Radfahrer i.d.R. ihr Rad mit höherer Geschwindigkeit durchrollen. Sie kreuzen dabei jedoch den Radweg Im Alten Wingert, der ebenfalls von relativ vielen Radfahrern genutzt wird. Die Radwege sind jedoch gegenseitig überhaupt nicht vorher einsehbar, da Bebauung und Begrünung in diesem Bereich bis an die Radwege heranreichen. Hier erlebt ich schon häufiger Fastunfälle und einmal morgens einen Unfall. Es müssten Verkehrsspiegel ( = Konvexspiegel) montiert werden. Diese kommen in unübersichtlichen Knotenpunkten, Kurven oder Grundstücksausfahrten zur Anwendung und verbessernt dort die Sichtverhältnisse.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beidseitige-anbringung-von-konvexspiegel-schiessbergweg-bahnschranke,2017-10-01T17:28:16+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2971,Radwege in der Rheinaue,"Die Radwege sind bei Dunkelheit kaum zu benutzen: sie sind zum Einen nicht beleuchtet und zum Anderen durch Wurzeln und Zweige sehr uneben. Ich benutze das Fahrrad um schneller zu sein als zu Fuss, bei diesen Radwegen ist dies jedoch nicht moeglich.",level1_lighting,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radwege-der-rheinaue,2017-10-01T18:12:13+02:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,0,0,0,0,0,0
B2972,Ausbau Weidenpeschweg zwischen Am Stadtkanal und Am Dörnchen zum Fahrradweg,"Der Fahrradweg zwischen Meßdorf und Dransdorf ist über die Meßdorfer Straße ausgewiesen. Zwischen Meßdort und Lessenich ist der Weidenpeschweg als Fahhardweg ausgebaut. Man sollte daher den Weidenpeschweg zwischen Meßdorf und Dransdorf zum Radweg ausbauen, um eine durchgehende Verbindung zwischen Lessenich und Dransdorf zu schaffen. Hierzu müsste lediglich die Qualität des wassergebundenen Weges verbessert und die neue Wegeführung ausgeschildert werden.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausbau-weidenpeschweg-zwischen-am-stadtkanal-und-am-doernchen-zum,2017-10-01T18:36:07+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2973,Schaffung einer ausgeschilderten Radstrecke Bonn - St.Augustin/Siegburg/Hennef,"Zwischen St.Augustin/Siegburg/Hennef und Bonn existiert keine ausgeschilderte schnelle Radstrecke. Die kürzeste Radstrecke verläuft in St. Augustin neben der S-Bahn. Diese endet jedoch auf Bonner Gebiet in Vilich, wo sie dann auf der Beueler Straße, dann Schultheis-und Adelheidisstraße weiterführt. Siehe https://www.google.de/maps/@50.7495333,7.1317757,16.29z In beiden Richtungen ist sie jedoch in Bonn nicht ausgeschildert. D.h. nur wenn man eine entsprechende Radfahrkarte hat, weiß man, wo man weiter fahren sollte. Der General-Anzeiger beschrieb dies mit Mangels Beschilderung ist aber guter Orientierungssinn hilfreich, siehe https://goo.gl/v2iL6M Verschärfend dazu kommt, dass Radfahrer auf der Beueler Straße Straße aus Bonn kommend die kleine Rechtsabzweigung zum Radweg sehr leicht übersehen können. Auch hier fehlt eine Beschilderung. Zudem behindern mehrere Poller und Masten die Einfahrt, siehe https://goo.gl/4GGMDG Grundsätzliche Kritik: 1) Es ist ein extremes Armutszeugnis, das es zwischen den hinsichtlich Arbeits- und Wohnbeziehungen extrem vernetzten einwohnerstarken St. Augustin/Siegburg/Hennef und Bonn keinen Radweg gibt. Jetzt gibt es dafür mangels Platz keine Chance mehr. 2) Auf den ca. 800 m Schultheis- und Adelheidisstraße müssen Radfahrer sich die jeweils ein bis knapp zwei autobreite Strecke mit Autos teilen. Es gibt keinerlei schützende Radfahr- oder Schutzstreifen. Dafür mehrere Engstellen, an denen sich Autos immer die Vorfahrt nehmen.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schaffung-einer-ausgeschilderten-radstrecke-bonn-staugustinsiegburghennef,2017-10-01T18:37:59+02:00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,1,1,0,0
B2974,Ausbau des Weisenpeschwegs zwischen Am Stadtkanal und Am Dörnchen zum Radweg,Von Lessenich bis Meßdorf führt ein Radweg über den Weidenpeschweg. Von Meßdort nach Dransdorf ist der Radweg über die Meßdorfer Straße ausgewiesen. Durch Ausbau des Weidenpeschwegs zwischen Am Stadtkanal und Am Dörnchen zum Radweg kann eine durchgehende Radverbindung nach Dransdorf unter Umgehung der Straße hergesetllt werden. Hierzu muss lediglich die Wegequalität verbessert und die Radwegeweisung angepasst werden.,level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausbau-des-weisenpeschwegs-zwischen-am-stadtkanal-und-am-doernchen-zum,2017-10-01T18:43:31+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2975,Wurzelaufbrüche auf dem Radweg,Bitte beseitigen!,level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wurzelaufbrueche-auf-dem-radweg,2017-10-01T19:26:21+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B2976,"Einbahnstraße angekündigt, »Radfahrer frei« erst später","Kommend von Süden steht am Ende der Straße ein »Einbahnstraße in X Metern« Schild. Daher bin ich das erste Mal mit dem Radfahrer nicht reingefahren. Bei genauerer Betrachtung sieht man aber, dass nach X Metern dann aber ein Einbahnstraßenschild mit Zusatz »Radfahrer frei« steht. Somit kann man also als Radfahrer doch durch die Straße fahren. Vielleicht wäre es hilfreich, wenn das Schild, das die Einbahnstraße ankündigt, auch schon den Zusatz »Radfahrer frei« anzubringen.",level1_signage,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einbahnstrasse-angekuendigt-radfahrer-frei-erst-spaeter,2017-10-01T20:11:23+02:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0
B2977,Kaiserstraße Pflege und Verkehrskontrollen bzgl. sehr junger eigenständiger Verkehrsteilnehmer,"Auf der Kaiserstraße müssen unbedingt ständig die Büsche beschnitten werden, vor allem ab Reuterbrücke bis Königstr. Aus Süden kommend muss den Radfahrern ausgewichen werden, die ihrerseits den Büschen auf ihrer Seite des Radweges nach Norden fahrend ausweichen. Das ist manchmal lebensgefährlich, da man auf die Fahrbahn der Kaiserstr. abgedrängt werden könnte. Der Bordstein ist da hoch, D.h. man könnte abstürzen und in die Fahrbahn hineinfallen. Mein anderes großes Anliegen ist die Aufklärung von jungen Eltern, die teilweise mit ihren ab 3jährigen Kindern! unterwegs sind. Diese kleinen Kinder fahren eigene Gefährte, wie kleine Treträder oder Roller. Sie können den Verkehr nicht übersehen, sind vollkommen überfordert mit Auge-Hand-Koordination, müssen die Einmündung der Bahngleise queren und, und, und. Werden dann u.U. von ihren Eltern angebrüllt, wenn es gefährlich wird, und das wird es ständig, und sind dann total irritiert. Hier muss viel mehr Aufklärung betrieben werden, also in den Kindergärten, und ich würde mir auch Verkehrskontrollen in der Kaiserstraße und anliegenden Straßen diesbezüglich wünschen, in denen die Eltern gezielt wngesprochen werden. BITTE! ich beobachte das seit Jahren!!!Hier kann Schlimmes verhindert werden!",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kaiserstrasse-pflege-und-verkehrskontrollen-bzgl-sehr-junger,2017-10-01T20:14:35+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B2978,"Zugeparkte Kurve, Einbahnstraße für Radfahrer frei, unübersichtlich","Die Einbahnstraße ist für Autos nur Richtung Süden freigegeben, für Radfahrer aber in beide Richtungen. In dieser Kurve, die Richtung Norden bergab verläuft, parken Autos auf der westlichen Seite, also auf der Seite der entgegenkommenden Autos. Als Radfahrer ist man hier versucht schnell zu fahren (bergab), jedoch ist die Kurve durch die Autos nicht einsehbar. Hier würde ein Spiegel helfen oder die Autos auf der anderen Straßenseite parken zu lassen.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zugeparkte-kurve-einbahnstrasse-fuer-radfahrer-frei-unuebersichtlich,2017-10-01T20:23:50+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2980,Weiterführung des Radweges Richtung Lievelingsweg,"Der aus Richtung Heinrich-Böll-Ring kommende Radweg endet an der Ecke Dorotheenstaße. Eine Verlängerung bis zum Lievelingsweg (Richtung Kölnstraße) fehlt unverständlicherweise. Es bleibt nur der gefährliche Weg über die Aral-Tankstelle. In Gegenrichtung ist die Gefahrensituation noch ausgeprägter. Ich bin froh, dass ich in diesem Bereich noch nicht verunglückt bin.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/weiterfuehrung-des-radweges-richtung-lievelingsweg,2017-10-01T21:14:37+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2981,Eigener Fahrradweg statt gemeinsamer Weg für Fußgänger und Fahrradfahrer,,level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/eigener-fahrradweg-statt-gemeinsamer-weg-fuer-fussgaenger-und,2017-10-01T22:38:21+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2982,Absenkung der Bordsteine zur Fahrt über die Königswinterer Straße,"Der Weg vom Flutgraben zum Schießbergweg und anders herum führt über die Königswinterer Straße. An dieser Stelle ist etwas versetzt eine Fußgängerampel, die vom Radverkehr aber nicht zu benutzen ist, aufgrund der fehlenden Sicht. Eine Fahrt über die Königswinterer Straße bedeutet zwei Bordsteine zu überfahren, die nicht Rollstuhl geschweige denn Fahrrad gerecht sind. Bitte die Bordsteine absenken, oder anders zur Fahrbahn der Königswinterer Straße absenken. Die Fahrt vom Flutgraben in den Schießbergweg ist eine sehr wichtige Fahrradverbindung zwischen Küdinghoven und Telekom-Campus bzw. Süd-Brücke.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/absenkung-der-bordsteine-zur-fahrt-ueber-die-koenigswinterer-strasse,2017-10-01T22:38:27+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,0,0,0,0,0,1,0
B2983,Bordsteinkanten,"Im Verlauf des Radweges rechts der Kölnstraße stadtauswärts, gibt es zahlreiche Bordsteinkanten die eine zügige Fahrt verhindern.... oder man nimmt den Achter im der Felge in Kauf.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/bordsteinkanten,2017-10-01T22:45:34+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,0,0,0,0,0,1,0
B2984,Sicheres Fahren,"Auch an dieser Einmündung wünscht man sich: eine Ampel für die Rechtsabbieger in den Lievelingsweg, eine Ampel für die aus dem Lievelingsweg nach rechts in die Kölnstraße abbiegenden Autos... ... und eine Kontaktschleife, so daß man aus Norden kommend in einem Rutsch alle 3 Straßen sicher überqueren kann.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/sicheres-fahren,2017-10-01T22:49:45+02:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2985,Unklare Streckenführung für Fahrradfahrer,"Ich komme aus dem Schießbergweg und möchte zum Haribospielplatz in der Rheinaue. Der einzig akzeptabel abgesenkte Bordstein ist an einer Fußgängerampel (zu dieser gibt es einen weiteren Eintrag). Wenn ich jetzt über diese Ampel mit dem Rad fahre und zum Haribo-Schiff (Spielplatz) fahren möchte, gibt es keine Verkehrsführung für mich als Radler. Der Fussweg ist zu schmal. Einfach so auf den Parkplatz fahren finde ich irgendwie merkwürdig und mache ich nur am Wochenende oder nach 20 Uhr. Ich fahre ja schon über die Fußgängerampel nur bei Grün - sei Vorbild für die Kinder.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-streckenfuehrung-fuer-fahrradfahrer,2017-10-01T22:52:50+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2986,"Warten, immer wieder warten",Wie an so vielen Kreuzungen mit mehreren Einmündungen. Ampel... warten... Ampel... warten. Ich hätte gerne einen kompletten Stillstand der Autos so daß Fußgänger und Radfahrer alle Spuren in einem Rutsch queren können... und das nicht in 3 min Abstand sondern deutlich schneller.,level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/warten-immer-wieder-warten,2017-10-01T23:04:55+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2987,Radfahrern wird hier fast immer Vorfahrt genommen,"Radfahrer, die auf der Straße Am Boeselagerhof (vor der Oper) in die Rheingasse einbiegen, haben gegenüber von unten kommenden Fahrzeugen Vorfahrt. Zumindest theoretisch. Praktisch jedoch nehmen 2 von 3 Autofahrer Radfahrern hier die Vorfahrt. Das auf Vorfahrt hinweisende Verkehrsschild wird von den von unten kommenden Autofahrer kaum wahrgenommen, weil zwischen der nach oben führenden Fahrbahn nach rechts zusätzlich eine Abbiegespur verläuft, siehe https://goo.gl/YMqeS3 Diese Situation muss verbessert werden, denn hier fahren viele Radfahrer lang, die von der Kennedybrücke kommen.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahrern-wird-hier-fast-immer-vorfahrt-genommen,2017-10-02T01:29:34+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2988,mehr Schlaglöcher als Strasse,"Auf der Strecke zwischen Poppelsdorfer Schloss und Baumschulallee (und Gegenrichtung) besteht der Radweg fast ausschließlich aus Schlaglöchern und schlecht gefüllten Schlaglöchern. Man kann sich kaum auf den Verkehr konzentrieren, weil man Slalom fahren muss.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/mehr-schlagloecher-als-strasse,2017-10-02T05:35:41+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,0,0,0,0,0,0,1,0
B2989,Dringend einen Radweg!,"Die Straße Am Burgweiher in Bonn-Duisdorf braucht einen Radweg. Das wäre nicht einfach nur besser oder schöner sondern dringend erforderlich,es ist gefährlich als Radfahrer auf dieser Bundesstraße fahren zu müssen!",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/dringend-einen-radweg,2017-10-02T08:05:16+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2990,Abbiegen nur in einer Richtung vorgesehen,"Mit der Umwandlung der Teutonenstraße in eine Fahrradstraße ist zwar vorgesehen worden, dass man aus der Teutonenstraße kommend links abbiegt auf die Wurzerstraße (dann weiter in Richtung Augustastraße). Aber wenn von aus Richtung Godesberger Allee kommt und nach links in die Teutonenstraße abbiegen möchte (z. B. auch um die gefährliche Kreuzung God. Allee / Wurzerstr. zu vermeiden), dann ist dieses Links-Abbiegen nicht vorgesehen. Hier müsste ein Stellplatz geopfert und etwas Gebüsch weggeschnitten werden, damit das auch vernünftig geht.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/abbiegen-nur-einer-richtung-vorgesehen,2017-10-02T08:56:20+02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2991,Fahrradstraße nicht fahrradgerecht,"In der Teutonenstraße ist es als Fahrradfahrer oft unmöglich, zwischen den einerseits parkenden und andererseits im Gegenverkehr fahrenden Pkw hindurchzukommen. Hier müssten einige Stellflächen verschwinden (v.a. in Höhe der 40er Hausnummern), wenn man es ernst meint.",level1_obstacles,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradstrasse-nicht-fahrradgerecht,2017-10-02T09:08:32+02:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,1,0,0,0
B2992,Ampelschaltung ungeeignet,"An der Stelle, wo sich in Godesberg die Burg-, Moltke- und Bonner Straße treffen, ist die Ampelschaltung für alle Beteiligten (Fußgänger, Radfahrer, Busse, MIV) schlecht. Man bräuchte eine Phase, während der alle Fußgänger und Radfahrer in allen Richtungen fahren dürfen und aller motorisierter Verkehr rot hat. Dann müssten für den motorisierten Verkehr getrennte Ampeln für Rechts-/Linksabbieger aus jeder Richtung vorhanden sein, um die die anderen Phasen für den motorisierten Verkehr möglichst gut zu gestalten (möglichst auch tageszeit-abhängig, da es morgens sehr viele Links-Abbieger aus der Burg- in die Bonner Straße gibt, aber zu anderen Zeiten anderer Bedarf besteht). Im Moment ist es oft auch so, dass die Busse aus der Moltkestraße links abbiegen in Richtung Burg-, dann Koblenzer Straße. Da gleichzeitig die Fußgänger über die Burgstraße grün haben, müssen die Busse die Fußgänger vorlassen und erreichen nicht mehr die eigens eingerichtete Links-Abbieger-Phase für die Busse zur Einfahrt in die Koblenzer Straße. Wenn es dann mehrere Busse gibt, stehen sich schnell viele Verkehrsteilnehmer gegenseitig im Weg (evtl. sollte man versuchen, zumindest kleinere Busse über die Oststraße in die Koblenzer Straße fahren zu lassen?). Die derzeitige Situation ist für alle Beteiligten nicht zufriedenstellend.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampelschaltung-ungeeignet,2017-10-02T09:17:25+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2993,Verbindung Paracelsusstr. / M.-Planck-Str.,"Es fehlt eine sinnvolle Verkehrsführung für Radfahrer von der Zanderstraße weiter Richtung Süden, obwohl sich die Max-Planck-Str. und die Paracelsusstr. dafür gut eignen würden. Dafür bräuchte man aber ein radtaugliche Verbindung zwischen diesen beiden Straßen. D.h., man sollte entweder die Rhodosstraße in Richtung Paracelsusstraße öffnen, oder am Südende der Max-Planck-Str. eine öffentliche Wegeführung zur Paracelsusstraße (mit entsprechend abgesenkten Bordsteinkanten und mit weniger parkenden Fahrzeugen) schaffen.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbindung-paracelsusstr-m-planck-str,2017-10-02T09:24:30+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
B2994,Vorfahrt für Radler,"Liebe Verkehrspolitiker, Liebe Radlerinnen und Radler, Vorfahrtschaltung bei Regen für Fahrräder. In Groningen (Niederlande) Realität. Ampelanlagen beobachten das Wetter, und regnet es, werden die Wartephasen für Radfahrende verkürzt. Kostet leider. Bernd Thelen Bonn",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/vorfahrt-fuer-radler,2017-10-02T09:27:41+02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,0,0,0,0,0,0,1
B2995,Radwege,"Liebe Verkehrspolitiker Radwege mit fluoreszierenden Belag ausstatten, zum Anleuchten. kostet leider auch Bernd Thelen Bonn",level1_signage,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radwege,2017-10-02T09:30:47+02:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,0,0,1,0,0,0,0,1
B2996,Übergang vom Straße auf Rheinufer-Radweg,"Die Bordsteinkante ist hoch, wenn man vom Ringstraße oder Rheinaustraße zum Radweg am Johannes-Bücher-Ufer hinfährt. Ein fließender und niedriger Übergang vom Straße zum Radweg wäre an dieser Stelle sehr wünschenswert.",level1_cycle_path_quality,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uebergang-vom-strasse-auf-rheinufer-radweg,2017-10-02T10:13:43+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,0,0,0,0,0,1,0
B2997,Linksabbiegerampel von Aufstellfläche aus nicht sichtbar,"Wenn ich von der Bonner Straße in die Koblenzer Straße links abbiegen will, darf ich mich vor den Bussen auf der Aufstellfläche für Fahrradfahrer positionieren. Die Linksabbiegerampel befindet sich dann direkt über meinem Kopf und ich weigere mich, hier minutenlang senkrecht nach oben zu schauen. Im Endeffekt biege ich dann unabhängig von der Ampel einfach ab, sobald es der Gegenverkehr zulässt. Hier müsste eine Radfahrerampel im Sichtbereich aufgestellt werden.",level1_traffic_lights,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/linksabbiegerampel-von-aufstellflaeche-aus-nicht-sichtbar,2017-10-02T11:00:02+02:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,0,0,0
B2998,Fahrradstraße wird zur Durchfahrtsstraße!,"Dass es in Bonn immer mehr Fahrradstraßen gibt, begrüße ich sehr. Diese sind nur für Anliegerautos geöffnet. Jedoch wird der Ahrweg und auch der Lahnweg morgens regelmäßig als Durchfahrtsstraße genutzt, um die Ampel in der Markusstr. zu umgehen. Ich fahre dort fast jeden Morgen und schon oft klebte an meinem Hinterreifen ein drängelndes Auto, das so schnell wie möglich durch die Fahrradstraße wollte. Klappt ja auch so gut, wenn es keine Kontrollen gibt :) Fahrradstraßen sind ja eine gute Initiative - nur sollte dann auch die Umsetzung kontrolliert werden, sonst bleiben sie ein Lippenbekenntnis.",level1_cycling_traffic_management,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradstrasse-wird-zur-durchfahrtsstrasse,2017-10-02T11:12:41+02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,0,0,0,0,0,1,0,0
